stars,comment,title,review_date
4.0,"









  
  
    
  It's fast as mentioned and long lasting even after a year of use.I would recommend this over other 32gb SD cards.

  
",Good quality,11-Dec-17
5.0,"









  
  
    
  Dtrad

  
",Star,13-Apr-19
4.0,"









  
  
    
  Good with speed

  
",Very good product,07-Dec-18
2.0,"









  
  
    
  Bad

  
",Bad,25-May-19
5.0,"









  
  
    
  Best memory card i use it on my samsung device very fast..

  
",Must buy,30-Dec-18
1.0,"









  
  
    
  Since the warranty period of this micro sd card is 10 years , i want to get replacement immediately as it is not working after 6 month only. Pl do needful

  
",want replacement of memory card,30-May-19
5.0,"









  
  
    
  Yes

  
",Good product,21-Nov-19
5.0,"









  
  
    
  Excellent product

  
",Excellent product,04-Apr-19
5.0,"









  
  
    
  Good product with good delivery

  
",Satisfied,28-Oct-19
5.0,"









  
  
    
  Good at the price and easy to install

  
",Good at this price and work smoothly,04-Dec-18
5.0,"









  
  
    
  Worth Buying

  
",Good,11-Dec-17
5.0,"









  
  
    
  Nice working,59.59 GB free space, when i purchase.

  
",Best quality,30-Apr-19
5.0,"









  
  
    
  value for money

  
",good and nice product,21-Nov-18
5.0,"









  
  
    
  Excellent speed.... commendable quality

  
",Excellent speed..you gets complete 32 gb!,31-Oct-18
5.0,"









  
  
    
  Working nice.

  
",Good.,17-Sep-19
4.0,"









  
  
    
  Good card better speed

  
",Value for your money,20-Feb-20
5.0,"









  
  
    
  Excellent

  
",Excellent,09-Mar-19
5.0,"









  
  
    
  Very good for my personal use

  
",Good,26-Oct-19
5.0,"









  
  
    
  Nice product

  
",Nice product,03-Mar-19
1.0,"









  
  
    
  pathetic SD card. I purchased a month before and it's not working.pls don't buy such type of things

  
",Bad products,04-Dec-18
5.0,"









  
  
    
  Just as expected. Working fine with my action camera for shooting 4k videos.

  
",All well,11-Dec-17
4.0,"









  
  
    
  Good product. Value for money.

  
",Value for money,23-Oct-19
5.0,"









  
  
    
  Take care a bit during delivery

  
",Perfect,30-Nov-17
5.0,"









  
  
    
  Trusted brand

  
",Go for it,24-Jul-19
5.0,"









  
  
    
  I love it. Full satisfied, timely delivered.

  
",Go for it!,18-Jun-18
5.0,"









  
  
    
  Using for nearly 1 year now. Satisfectory for me

  
",Good product,05-Nov-18
5.0,"









  
  
    
  My go to brand when it comes to storage equipment.

  
",Works as advertised.,13-Nov-18
5.0,"









  
  
    
  Great transfer speed and quality

  
",Great,06-Nov-18
5.0,"









  
  
    
  Good

  
",Good,13-Oct-19
5.0,"









  
  
    
  Good product. Used it for my car dashcam.

  
",Good Product,04-Dec-18
5.0,"









  
  
    
  Shandar

  
",Shandar,11-Dec-17
5.0,"









  
  
    
  Useful

  
",Useful,06-Nov-19
5.0,"









  
  
    
  Good product.

  
",Good product,07-Jul-19
5.0,"









  
  
    
  Product is goodAmozone service very bad

  
",Very bad,27-Feb-19
4.0,"









  
  
    
  Good

  
",👍,01-Jan-20
4.0,"









  
  
    
  Good

  
",Good,20-Nov-19
5.0,"









  
  
    
  Good

  
",Good,07-May-19
5.0,"









  
  
    
  very good product ..i have 2 memory type sd card 32 .64 gb .. its good .. not single tym corupt in 2 years

  
",very godd product,18-Jan-19
5.0,"









  
  
    
  Goodone

  
",Good one,29-Jan-19
5.0,"









  
  
    
  Bahot achhi memory card hai. Super se bhi uaper. Quality bhi good hai. & Speed to pucho hi Matt very very nice. Thanks Amazon.

  
",very nice product in this price,04-Dec-18
5.0,"









  
  
    
  Value of money Product 100/100

  
",Heigh speed,11-Dec-17
5.0,"









  
  
    
  Its working , and good quality

  
",Nice,10-Jun-19
4.0,"









  
  
    
  Gud

  
",Good product,02-Jan-19
4.0,"









  
  
    
  Good

  
",Good,19-Jun-19
5.0,"









  
  
    
  Good

  
",Good,04-Dec-18
4.0,"









  
  
    
  I like this.

  
",I Like,04-Dec-18
5.0,"









  
  
    
  Very Good . No issue. Just put and forget . Alwsys performed well. True companion of samsung smartphone. Also comes with original sd adaptor.

  
",Very Good. No issue,18-Jun-19
4.0,"









  
  
    
  Like

  
",Ok,04-Jan-20
5.0,"









  
  
    
  Good

  
",Good,12-Oct-17
5.0,"









  
  
    
  100% original

  
",very good,25-Jun-19
4.0,"









  
  
    
  Up till now the product is good... also got in good packaging...

  
",Nice product..,24-Sep-19
5.0,"









  
  
    
  Best.

  
",Best to buy.,11-Dec-17
5.0,"









  
  
    
  Cool product

  
",Nice one and cool cost,13-Oct-19
5.0,"









  
  
    
  Good product

  
",Good product,24-Jan-19
4.0,"









  
  
    
  Good

  
",Good,19-Dec-18
5.0,"









  
  
    
  Go for it.

  
",Worth your money,09-Nov-18
5.0,"









  
  
    
  Super Duper deal..big thanks to Amazon.

  
",Amazing,07-Jul-19
5.0,"









  
  
    
  Getting 32 Mbps write speed. I'm quie satisfied!

  
",Very Fast,14-Jul-19
5.0,"









  
  
    
  Good

  
",Good product,11-Dec-17
5.0,"









  
  
    
  Good

  
",V.good,04-Dec-19
5.0,"









  
  
    
  Nice Product To Store Music Fast Transfers.

  
",Five Stars,10-Jun-19
4.0,"









  
  
    
  No problem is noticed in functioning well.

  
",Four Stars,01-Mar-19
5.0,"









  
  
    
  Very Good product High Speed

  
",Very Good product,14-Mar-18
4.0,"









  
  
    
  Nice one. It as  good speed also.

  
",Go for it.,17-Mar-18
1.0,"









  
  
    
  Ok

  
",Ok,11-Oct-19
4.0,"









  
  
    
  59gb for usage expected 61atleast..And as it is samsung product we can trust this ..

  
",You can buy this,29-Jul-19
5.0,"









  
  
    
  Excellent memory card, purchased it for new Samsung M30S phone and it is working as expected.

  
",Excellent memory cards!,08-Jul-19
5.0,"









  
  
    
  Nice

  
",Good,04-Dec-18
5.0,"









  
  
    
  Reliable memory card for Samsung phone.

  
",Good memory card,03-Oct-19
5.0,"









  
  
    
  sd card contains shortcut.lnk virus.... in Macbook shows duplicate files for every image files

  
",contains Shortcut.lnk virus,04-Oct-18
5.0,"









  
  
    
  Nice

  
",Value of money,11-Dec-17
5.0,"









  
  
    
  Wow

  
",Super 😍,05-Mar-20
3.0,"









  
  
    
  Not good

  
",Medium,23-Jul-20
5.0,"









  
  
    
  I got 63.99 GB in 64 gb

  
",Best Storage.,20-Aug-19
5.0,"









  
  
    
  good

  
",Nice,03-Jan-19
5.0,"









  
  
    
  All the best memory card for any use, specially for Android mobile.So fast and smooth writting or reading speed

  
",Go for it,24-Jul-20
5.0,"









  
  
    
  Nice memory card...!!

  
",Package was good,13-Jan-19
5.0,"









  
  
    
  It's the best memory card ever I bought. I got 128.01 gb without losing any gigabytes.

  
",Best product ever..,09-Oct-19
4.0,"









  
  
    
  Nice product , thank u amazon

  
",Am very happy by amazon,28-Oct-19
5.0,"









  
  
    
  I am using it in Samsung Tablet, it enhances the memory of the tablet enormously!  Tab does not hang also.

  
",Good card,04-Dec-18
5.0,"









  
  
    
  Good luck

  
",Good luck,11-Dec-17
5.0,"









  
  
    
  Value for money

  
",Value for money,01-May-19
5.0,"









  
  
    
  got an adaptor with it working fine.

  
",Nice product good speed,01-Mar-20
5.0,"









  
  
    
  Very fast

  
",Best,13-Aug-19
5.0,"









  
  
    
  This price point. Good prouct

  
",Good produvt,02-Mar-19
2.0,"









  
  
    
  As you shown it as 32 gb but it can store only 29.08 gb

  
",MY MEMORY CARD..,11-May-19
5.0,"









  
  
    
  Nice one

  
",Useful,24-Jul-19
5.0,"









  
  
    
  Good

  
",Best quality,29-Aug-19
5.0,"









  
  
    
  These card is just awesome...It's a high-speed card UHS-3 with lightning transfer speeds and huge storage...

  
",Five Stars,01-Nov-19
4.0,"









  
  
    
  Ok

  
",Ok,04-Dec-18
5.0,"









  
  
    
  Great quality product. Original as it was mentioned. Got exactly 63.99 GB storage capacity on my Motorola device.

  
",Great product,04-Dec-18
5.0,"









  
  
    
  Original and good product

  
",Very nice product.,11-Dec-17
5.0,"









  
  
    
  Nice product from amazon and it is very fast as it has 100mbps transfer speed.Delivery is very fast.Thank you Amazon

  
",Delightful product,24-Jan-19
1.0,"









  
  
    
  My SD Card is not working. The return window period is over. But the details says it has a 10 year warranty. How do I use this to return the corrupted card?

  
",Corrupted card....,18-Jan-19
5.0,"









  
  
    
  ok

  
",ok,13-Jun-19
5.0,"









  
  
    
  Very good product

  
",Nice,29-Oct-17
5.0,"









  
  
    
  Excellent product. Perfect and timely delivery. Working fine with very good capacity.

  
",Samsung 64gb microsd card,22-Aug-19
5.0,"









  
  
    
  Samsung products are always good but the micro SD card gets slow (reading writing speed ) after 2 3 month of use.

  
",Good but speed gets slow after feu month,24-Nov-19
4.0,"









  
  
    
  Value for money

  
",Good,06-Aug-19
5.0,"









  
  
    
  Good one.

  
",Good one.,01-Jan-20
5.0,"









  
  
    
  Easy to install and didnt show any error. Need time for detailed review.

  
","Seems like quality product, first look is good",11-Dec-17
4.0,"









  
  
    
  Nice but warranty is not long

  
",Warranty issue,04-Sep-19
5.0,"









  
  
    
  Good, memory card no problem so far, beware of duplicate Samsung memory card.

  
",Good memory card go for it,02-Jul-20
5.0,"









  
  
    
  Good one

  
",Value for money,07-Nov-19
5.0,"









  
  
    
  Very nice product at this price range, i loved it.

  
",Nicely working,07-Mar-20
4.0,"









  
  
    
  nice working card......i would love to suggest to buy this...

  
",quality product,09-Mar-19
5.0,"









  
  
    
  Storage is poor

  
",product is not so good,22-Jun-18
5.0,"









  
  
    
  I bought three sd cards of Samsung ,all are working perfectly.

  
",Super reliable,17-Jul-18
5.0,"









  
  
    
  Awesome to buy this product with low cost through Amazon online purchased..  Thank You Amazon

  
",Awesome,25-Jun-19
5.0,"









  
  
    
  Thanks Samsung best SD card

  
",Good,04-Dec-18
5.0,"









  
  
    
  Ok

  
",Ok,11-Dec-17
5.0,"









  
  
    
  Nothing I'm gonna telling you.. this is class 10 so good product..

  
",Good product,16-Sep-18
5.0,"









  
  
    
  Best quality product, good speedvery fast service by amazon.....!

  
",Best product......!,03-Aug-19
5.0,"









  
  
    
  Perfectly satisfactory. Except the non-availability of 4 GB  of the 64 GB I paid for! :-)

  
",Five Stars,22-Jul-19
4.0,"









  
  
    
  Best memory card under 600 rs  but storage is  29.80 gb available

  
",Mxt product,24-Jan-18
5.0,"









  
  
    
  Excellent product. Higher writing speed than competition. Free adaptor.

  
",Excellent buy,30-Sep-17
5.0,"









  
  
    
  Ok

  
",Ok,07-Oct-18
5.0,"









  
  
    
  Till now it's good.

  
",Good one,15-Nov-19
5.0,"









  
  
    
  Good memory card for increasing phone memory and I feel that it does not slow the phone.

  
",Memory card,26-Mar-19
5.0,"









  
  
    
  Superb Product 👍🏻👌🏻🙌🏻

  
",Original Product 👍🏻,04-Dec-18
5.0,"









  
  
    
  Superb Product

  
",Superb,11-Dec-17
5.0,"









  
  
    
  Superb Product

  
",Superb,12-Oct-19
4.0,"









  
  
    
  Great product

  
",Good buy,18-Dec-18
1.0,"









  
  
    
  bad products

  
",verry bad products,18-Dec-18
5.0,"









  
  
    
  nice product for this price point.

  
",assam,22-Oct-18
5.0,"









  
  
    
  very good quality and durable also.

  
",good product,04-Apr-19
5.0,"









  
  
    
  Good Product

  
",Excellent,29-Dec-18
5.0,"









  
  
    
  Bought it in Diwali sale at 500 rupees worth for money

  
",Good one,23-Oct-18
4.0,"









  
  
    
  Excellent product... It's genuine product working good thnx to Amazon 👍

  
",Four Stars,04-Nov-18
5.0,"









  
  
    
  Still using ,

  
","Long life, Quality item",04-Dec-18
5.0,"









  
  
    
  Excellent product By Amazon.

  
",Excellent working.,11-Dec-17
5.0,"









  
  
    
  Great Speed.. Satisfied..

  
",Totally Worth The Price..,15-Jun-19
5.0,"









  
  
    
  Wow! Amazing interactions with the cell phone. The product was packed decent and the original product was received. Thanks. I recommend all to buy it from this seller.

  
",Original product,09-Nov-19
4.0,"









  
  
    
  Speed is good.Nice

  
",Great deal. ¢1399.,13-Jan-19
4.0,"









  
  
    
  Good no complains.

  
",Does what its supposed to do.,07-Aug-18
5.0,"









  
  
    
  Excellent products at great price. I am using it for Wi-Fi Cctv

  
",Excellent products at great price. I am using it for Wi-Fi Cctv,12-Aug-19
4.0,"









  
  
    
  Not able to see the speed which is written on the card but still the product is satisfying...this is my second memory card.

  
",Good product,23-Sep-18
5.0,"









  
  
    
  It works. comes with a SD card reader

  
",Five Stars,10-Aug-19
5.0,"









  
  
    
  Been a year , works fine !

  
",works fine!,19-Jun-19
5.0,"









  
  
    
  Its under budget memory card but speed is low on mobile aprox 25 mb/s on data transfer from phone memory to memory card

  
",Good,04-Dec-18
